"","X.1","X","site_ID","ID","Month_2015_from_pm2.5","monthly_mean_aqi_2015_from_pm2.5","monthly_mean_pm2.5_2015_from_pm2.5","n.obs_2015_from_pm2.5","Month_2015_from_pm10","monthly_mean_aqi_2015_from_pm10","monthly_mean_pm10_2015_from_pm10","n.obs_2015_from_pm10","Month_2016_from_pm2.5","monthly_mean_aqi_2016_from_pm2.5","monthly_mean_pm2.5_2016_from_pm2.5","n.obs_2016_from_pm2.5","Month_2016_from_pm10","monthly_mean_aqi_2016_from_pm10","monthly_mean_pm10_2016_from_pm10","n.obs_2016_from_pm10","Month_2017_from_pm2.5","monthly_mean_aqi_2017_from_pm2.5","monthly_mean_pm2.5_2017_from_pm2.5","n.obs_2017_from_pm2.5","Month_2017_from_pm10","monthly_mean_aqi_2017_from_pm10","monthly_mean_pm10_2017_from_pm10","n.obs_2017_from_pm10","Month_2018_from_pm2.5","monthly_mean_aqi_2018_from_pm2.5","monthly_mean_pm2.5_2018_from_pm2.5","n.obs_2018_from_pm2.5","Month_2018_from_pm10","monthly_mean_aqi_2018_from_pm10","monthly_mean_pm10_2018_from_pm10","n.obs_2018_from_pm10","Month_2019_from_pm2.5","monthly_mean_aqi_2019_from_pm2.5","monthly_mean_pm2.5_2019_from_pm2.5","n.obs_2019_from_pm2.5","Month_2019_from_pm10","monthly_mean_aqi_2019_from_pm10","monthly_mean_pm10_2019_from_pm10","n.obs_2019_from_pm10","Month_2020_from_pm2.5","monthly_mean_aqi_2020_from_pm2.5","monthly_mean_pm2.5_2020_from_pm2.5","n.obs_2020_from_pm2.5","Month_2020_from_pm10","monthly_mean_aqi_2020_from_pm10","monthly_mean_pm10_2020_from_pm10","n.obs_2020_from_pm10","interstate","distance_feet","distance_mi","name_pp","active_flag","fuel_type","PP_distance_feet","PP_distance_mi","med_income","Month_2021_from_pm2.5","monthly_mean_pm2.5_2021_from_pm2.5","Month_2022_from_pm2.5","monthly_mean_pm2.5_2022_from_pm2.5","Month_2023_from_pm2.5","monthly_mean_pm2.5_2023_from_pm2.5"
"144",144,144,"City of Lakes Building","City of Lakes Building_September",NA,NA,NA,NA,"September",28.6,31,5,NA,NA,NA,NA,"September",16.8,18,5,NA,NA,NA,NA,"September",24,25.8,5,NA,NA,NA,NA,"September",18.8,20.2,5,NA,NA,NA,NA,"September",15,16,5,NA,NA,NA,NA,"September",13.8,14.6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145",145,145,"Fond du Lac Band","Fond du Lac Band_February",NA,NA,NA,NA,NA,NA,NA,NA,"February",24.55555556,5.937037037,27,NA,NA,NA,NA,"February",17.21428571,4.117857143,28,NA,NA,NA,NA,"February",20.57142857,5,28,NA,NA,NA,NA,"February",14.92857143,3.646428571,28,NA,NA,NA,NA,"February",6.379310345,1.365517241,29,NA,NA,NA,NA,"35",15945.6,3.02,"Duluth Steam Plant 1","Y","Coal",106858.3635,20.24265267,29324,"February",3.857142857,"February",2.11071428571429,"February",1.75714285714286
"146",146,146,"Fond du Lac Band","Fond du Lac Band_December","December",24.90322581,5.951612903,31,NA,NA,NA,NA,"December",17.87096774,4.267741935,31,NA,NA,NA,NA,"December",17.06451613,4.093548387,31,NA,NA,NA,NA,"December",23.07692308,5.788461538,26,NA,NA,NA,NA,"December",15.20833333,3.4625,24,NA,NA,NA,NA,"December",12.41935484,2.932258065,31,NA,NA,NA,NA,"35",15945.6,3.02,"Duluth Steam Plant 1","Y","Coal",106858.3635,20.24265267,29324,"December",1.835483871,"December",0.746153846153846,"December",5.7741935483871
"147",147,147,"Fond du Lac Band","Fond du Lac Band_June","June",29.1,7.225,20,NA,NA,NA,NA,"June",19.2,4.6,25,NA,NA,NA,NA,"June",14.04166667,3.375,24,NA,NA,NA,NA,"June",19.63333333,4.703333333,30,NA,NA,NA,NA,"June",18.84,4.476,25,NA,NA,NA,NA,"June",8.333333333,1.85,30,NA,NA,NA,NA,"35",15945.6,3.02,"Duluth Steam Plant 1","Y","Coal",106858.3635,20.24265267,29324,"June",3.7,"June",2.25,"June",18.9533333333333
"148",148,148,"Fond du Lac Band","Fond du Lac Band_March",NA,NA,NA,NA,NA,NA,NA,NA,"March",23.34482759,5.586206897,29,NA,NA,NA,NA,"March",20.12903226,4.841935484,31,NA,NA,NA,NA,"March",13.56666667,3.246666667,30,NA,NA,NA,NA,"March",14.22580645,3.432258065,31,NA,NA,NA,NA,"March",7.677419355,1.667741935,31,NA,NA,NA,NA,"35",15945.6,3.02,"Duluth Steam Plant 1","Y","Coal",106858.3635,20.24265267,29324,"March",2.186206897,"March",0.487096774193548,"March",0.703448275862069
"149",149,149,"Fond du Lac Band","Fond du Lac Band_January",NA,NA,NA,NA,NA,NA,NA,NA,"January",32.89285714,8.267857143,28,NA,NA,NA,NA,"January",25.32258065,6.35483871,31,NA,NA,NA,NA,"January",21.65517241,5.196551724,29,NA,NA,NA,NA,"January",11.83870968,2.841935484,31,NA,NA,NA,NA,"January",8.481481481,1.903703704,27,NA,NA,NA,NA,"35",15945.6,3.02,"Duluth Steam Plant 1","Y","Coal",106858.3635,20.24265267,29324,"January",3.090322581,"January",2.01666666666667,"January",3.22068965517241
"150",150,150,"Fond du Lac Band","Fond du Lac Band_July","July",40.33333333,10.83703704,27,NA,NA,NA,NA,"July",19.4516129,4.638709677,31,NA,NA,NA,NA,"July",24.48387097,5.958064516,31,NA,NA,NA,NA,"July",22.35483871,5.361290323,31,NA,NA,NA,NA,"July",24.61290323,6.129032258,31,NA,NA,NA,NA,"July",6.709677419,1.032258065,31,NA,NA,NA,NA,"35",15945.6,3.02,"Duluth Steam Plant 1","Y","Coal",106858.3635,20.24265267,29324,"July",14.3483871,"July",2.27741935483871,"July",11.4903225806452
"151",151,151,"Fond du Lac Band","Fond du Lac Band_September","September",25.36,6.104,25,NA,NA,NA,NA,"September",14.44444444,3.433333333,27,NA,NA,NA,NA,"September",21.92592593,5.351851852,27,NA,NA,NA,NA,"September",12.76470588,2.982352941,17,NA,NA,NA,NA,"September",9.133333333,2.143333333,30,NA,NA,NA,NA,"September",3.5,-0.153333333,30,NA,NA,NA,NA,"35",15945.6,3.02,"Duluth Steam Plant 1","Y","Coal",106858.3635,20.24265267,29324,"September",2.21,"September",1.61818181818182,"September",9.32333333333333
"152",152,152,"Fond du Lac Band","Fond du Lac Band_May",NA,NA,NA,NA,NA,NA,NA,NA,"May",27.41935484,7.222580645,31,NA,NA,NA,NA,"May",13.29032258,3.193548387,31,NA,NA,NA,NA,"May",20.13793103,4.872413793,29,NA,NA,NA,NA,"May",9.548387097,2.283870968,31,NA,NA,NA,NA,"May",4.896551724,0.748275862,29,NA,NA,NA,NA,"35",15945.6,3.02,"Duluth Steam Plant 1","Y","Coal",106858.3635,20.24265267,29324,"May",2.184615385,"May",0.390322580645161,"May",5.56666666666667
"153",153,153,"Fond du Lac Band","Fond du Lac Band_April",NA,NA,NA,NA,NA,NA,NA,NA,"April",23.31034483,5.586206897,29,NA,NA,NA,NA,"April",17.53333333,4.21,30,NA,NA,NA,NA,"April",14.56666667,3.51,30,NA,NA,NA,NA,"April",9.535714286,2.275,28,NA,NA,NA,NA,"April",4.466666667,0.853333333,30,NA,NA,NA,NA,"35",15945.6,3.02,"Duluth Steam Plant 1","Y","Coal",106858.3635,20.24265267,29324,"April",1.6,"April",-0.716666666666667,"April",0.893333333333333
"154",154,154,"Fond du Lac Band","Fond du Lac Band_August","August",27.58064516,6.635483871,31,NA,NA,NA,NA,"August",16.22580645,3.883870968,31,NA,NA,NA,NA,"August",22.32258065,5.364516129,31,NA,NA,NA,NA,"August",37.96296296,10.16296296,27,NA,NA,NA,NA,"August",13.22580645,3.158064516,31,NA,NA,NA,NA,"August",2.862068966,0.182758621,29,NA,NA,NA,NA,"35",15945.6,3.02,"Duluth Steam Plant 1","Y","Coal",106858.3635,20.24265267,29324,"August",8.690322581,"August",1.388,"August",11.0290322580645
"155",155,155,"Fond du Lac Band","Fond du Lac Band_November","November",24.07142857,5.767857143,28,NA,NA,NA,NA,"November",17.64285714,4.217857143,28,NA,NA,NA,NA,"November",18.53333333,4.433333333,30,NA,NA,NA,NA,"November",12.63333333,3.03,30,NA,NA,NA,NA,"November",9.689655172,2.296551724,29,NA,NA,NA,NA,"November",13.25,3.1375,16,NA,NA,NA,NA,"35",15945.6,3.02,"Duluth Steam Plant 1","Y","Coal",106858.3635,20.24265267,29324,"November",0.816666667,"November",1.3,"November",4.14666666666667
"156",156,156,"Fond du Lac Band","Fond du Lac Band_October","October",18.70967742,4.470967742,31,NA,NA,NA,NA,"October",15.64516129,3.748387097,31,NA,NA,NA,NA,"October",12.10714286,2.896428571,28,NA,NA,NA,NA,"October",7,1.5,28,NA,NA,NA,NA,"October",6.32,1.484,25,NA,NA,NA,NA,"October",5.225806452,0.825806452,31,NA,NA,NA,NA,"35",15945.6,3.02,"Duluth Steam Plant 1","Y","Coal",106858.3635,20.24265267,29324,"October",1.048387097,"October",2.35806451612903,"October",3.95483870967742
"157",157,157,"FWS Wetland Management District","FWS Wetland Management District_August","August",13.96774194,3.419354839,31,NA,NA,NA,NA,"August",10.51612903,2.5,31,NA,NA,NA,NA,"August",26.5483871,6.603225806,31,NA,NA,NA,NA,"August",37.09677419,10.0483871,31,NA,NA,NA,NA,"August",16.64516129,3.983870968,31,NA,NA,NA,NA,"August",12.4516129,2.95483871,31,NA,NA,NA,NA,"94",152116.8,28.81,"Otter Tail Power Co - Hoot Lake Plant","Y","Coal",211010.6663,39.97268429,38567,"August",18.44,"August",4.68709677419355,"August",13.9096774193548
"158",158,158,"FWS Wetland Management District","FWS Wetland Management District_December","December",20.86206897,4.993103448,29,NA,NA,NA,NA,"December",11.29032258,2.706451613,31,NA,NA,NA,NA,"December",17.51612903,4.193548387,31,NA,NA,NA,NA,"December",27.06451613,6.780645161,31,NA,NA,NA,NA,"December",27.41935484,6.677419355,31,NA,NA,NA,NA,"December",32.67741935,7.993548387,31,NA,NA,NA,NA,"94",152116.8,28.81,"Otter Tail Power Co - Hoot Lake Plant","Y","Coal",211010.6663,39.97268429,38567,"December",4.509677419,"December",6.66428571428571,"December",5.53870967741936
"159",159,159,"FWS Wetland Management District","FWS Wetland Management District_April","April",22.63636364,5.440909091,22,NA,NA,NA,NA,"April",25.8,6.81,30,NA,NA,NA,NA,"April",12.73333333,3.156666667,30,NA,NA,NA,NA,"April",22.1,5.273333333,30,NA,NA,NA,NA,"April",18.9,4.526666667,30,NA,NA,NA,NA,"April",19.06666667,4.626666667,30,NA,NA,NA,NA,"94",152116.8,28.81,"Otter Tail Power Co - Hoot Lake Plant","Y","Coal",211010.6663,39.97268429,38567,"April",9.686666667,"April",3.108,"April",5.78333333333333
"160",160,160,"FWS Wetland Management District","FWS Wetland Management District_July","July",28.09677419,8.029032258,31,NA,NA,NA,NA,"July",11.39285714,2.742857143,28,NA,NA,NA,NA,"July",27.19354839,6.74516129,31,NA,NA,NA,NA,"July",20.06451613,4.890322581,31,NA,NA,NA,NA,"July",18.84615385,4.507692308,26,NA,NA,NA,NA,"July",8.516129032,1.961290323,31,NA,NA,NA,NA,"94",152116.8,28.81,"Otter Tail Power Co - Hoot Lake Plant","Y","Coal",211010.6663,39.97268429,38567,"July",30.77096774,"July",5.37096774193548,"July",12.1225806451613
"161",161,161,"FWS Wetland Management District","FWS Wetland Management District_June","June",21.1,5.233333333,30,NA,NA,NA,NA,"June",11.13333333,2.666666667,30,NA,NA,NA,NA,"June",13.375,3.2125,24,NA,NA,NA,NA,"June",19.03333333,4.573333333,30,NA,NA,NA,NA,"June",20.9,5,30,NA,NA,NA,NA,"June",15.83333333,3.713333333,30,NA,NA,NA,NA,"94",152116.8,28.81,"Otter Tail Power Co - Hoot Lake Plant","Y","Coal",211010.6663,39.97268429,38567,"June",10.42333333,"June",6.52333333333333,"June",16.8
"162",162,162,"FWS Wetland Management District","FWS Wetland Management District_February","February",33.10714286,8.067857143,28,NA,NA,NA,NA,"February",21.125,5.120833333,24,NA,NA,NA,NA,"February",17.39285714,4.185714286,28,NA,NA,NA,NA,"February",20.71428571,4.989285714,28,NA,NA,NA,NA,"February",29.25,7.589285714,28,NA,NA,NA,NA,"February",17.10344828,4.086206897,29,NA,NA,NA,NA,"94",152116.8,28.81,"Otter Tail Power Co - Hoot Lake Plant","Y","Coal",211010.6663,39.97268429,38567,"February",12.36071429,"February",5.2875,"February",6.35
"163",163,163,"FWS Wetland Management District","FWS Wetland Management District_January","January",38.19230769,9.573076923,26,NA,NA,NA,NA,"January",30.58064516,7.858064516,31,NA,NA,NA,NA,"January",26.25806452,6.403225806,31,NA,NA,NA,NA,"January",23.25806452,5.596774194,31,NA,NA,NA,NA,"January",24.67741935,5.964516129,31,NA,NA,NA,NA,"January",22.87096774,5.706451613,31,NA,NA,NA,NA,"94",152116.8,28.81,"Otter Tail Power Co - Hoot Lake Plant","Y","Coal",211010.6663,39.97268429,38567,"January",12.19032258,"January",4.7962962962963,"January",10.9096774193548
"164",164,164,"FWS Wetland Management District","FWS Wetland Management District_November","November",16.53333333,3.956666667,30,NA,NA,NA,NA,"November",11.53333333,2.67,30,NA,NA,NA,NA,"November",24.26666667,5.846666667,30,NA,NA,NA,NA,"November",21.13043478,5.104347826,23,NA,NA,NA,NA,"November",16.66666667,3.973333333,30,NA,NA,NA,NA,"November",20,4.78,30,NA,NA,NA,NA,"94",152116.8,28.81,"Otter Tail Power Co - Hoot Lake Plant","Y","Coal",211010.6663,39.97268429,38567,"November",6.346153846,"November",4.13666666666667,"November",4.89666666666667
"165",165,165,"FWS Wetland Management District","FWS Wetland Management District_March","March",27.96774194,6.687096774,31,NA,NA,NA,NA,"March",15.96774194,3.841935484,31,NA,NA,NA,NA,"March",19.33333333,4.644444444,27,NA,NA,NA,NA,"March",28.19354839,6.835483871,31,NA,NA,NA,NA,"March",32.03225806,7.932258065,31,NA,NA,NA,NA,"March",20.48387097,4.9,31,NA,NA,NA,NA,"94",152116.8,28.81,"Otter Tail Power Co - Hoot Lake Plant","Y","Coal",211010.6663,39.97268429,38567,"March",10.78518519,"March",3.96129032258065,"March",6.41935483870968
"166",166,166,"FWS Wetland Management District","FWS Wetland Management District_May","May",14.32258065,3.416129032,31,NA,NA,NA,NA,"May",16.74193548,4.087096774,31,NA,NA,NA,NA,"May",11.12903226,2.674193548,31,NA,NA,NA,NA,"May",27,6.451612903,31,NA,NA,NA,NA,"May",18.96774194,4.722580645,31,NA,NA,NA,NA,"May",18.22580645,4.370967742,31,NA,NA,NA,NA,"94",152116.8,28.81,"Otter Tail Power Co - Hoot Lake Plant","Y","Coal",211010.6663,39.97268429,38567,"May",9.84516129,"May",6.62258064516129,"May",10.17
"167",167,167,"FWS Wetland Management District","FWS Wetland Management District_October","October",15.73333333,3.773333333,30,NA,NA,NA,NA,"October",9.827586207,2.224137931,29,NA,NA,NA,NA,"October",23.75862069,5.693103448,29,NA,NA,NA,NA,"October",13.29032258,3.170967742,31,NA,NA,NA,NA,"October",12.38461538,2.965384615,26,NA,NA,NA,NA,"October",10.19354839,2.425806452,31,NA,NA,NA,NA,"94",152116.8,28.81,"Otter Tail Power Co - Hoot Lake Plant","Y","Coal",211010.6663,39.97268429,38567,"October",9.96,"October",6.14516129032258,"October",4.50645161290323
"168",168,168,"FWS Wetland Management District","FWS Wetland Management District_September","September",19.63333333,4.67,30,NA,NA,NA,NA,"September",7.733333333,1.866666667,30,NA,NA,NA,NA,"September",30,7.576666667,30,NA,NA,NA,NA,"September",14.76666667,3.523333333,30,NA,NA,NA,NA,"September",15.5,3.71,30,NA,NA,NA,NA,"September",11.1,2.63,30,NA,NA,NA,NA,"94",152116.8,28.81,"Otter Tail Power Co - Hoot Lake Plant","Y","Coal",211010.6663,39.97268429,38567,"September",9.446666667,"September",5.26315789473684,"September",13.7866666666667
"169",169,169,"Grand Portage Band","Grand Portage Band_January","January",18.67741935,4.464516129,31,NA,NA,NA,NA,"January",15.4137931,3.679310345,29,NA,NA,NA,NA,"January",26.03571429,6.282142857,28,NA,NA,NA,NA,"January",24.09677419,5.8,31,NA,NA,NA,NA,"January",22.67857143,5.439285714,28,NA,NA,NA,NA,"January",11.64516129,2.777419355,31,NA,NA,NA,NA,"35",740572.8,140.26,"Pope/Douglas Solid Waste Management","Y","Refuse Derived Fuel",358975.4729,68.0023124,NA,"January",2.162962963,"January",1.92258064516129,"January",1.13571428571429
"170",170,170,"Grand Portage Band","Grand Portage Band_February","February",23.21428571,5.575,28,NA,NA,NA,NA,"February",11.72413793,2.789655172,29,NA,NA,NA,NA,"February",22.85714286,5.489285714,28,NA,NA,NA,NA,"February",23.5,5.689285714,28,NA,NA,NA,NA,"February",22.28571429,5.307142857,28,NA,NA,NA,NA,"February",10.82758621,2.6,29,NA,NA,NA,NA,"35",740572.8,140.26,"Pope/Douglas Solid Waste Management","Y","Refuse Derived Fuel",358975.4729,68.0023124,NA,"February",3.2,"February",3.02692307692308,"February",1.48928571428571
"171",171,171,"Grand Portage Band","Grand Portage Band_July",NA,NA,NA,NA,NA,NA,NA,NA,"July",12.70967742,2.958064516,31,NA,NA,NA,NA,"July",19.76923077,4.776923077,26,NA,NA,NA,NA,"July",21.35483871,5.106451613,31,NA,NA,NA,NA,"July",31.41935484,8.038709677,31,NA,NA,NA,NA,"July",12.4516129,2.929032258,31,NA,NA,NA,NA,"35",740572.8,140.26,"Pope/Douglas Solid Waste Management","Y","Refuse Derived Fuel",358975.4729,68.0023124,NA,"July",8.374193548,"July",1.36451612903226,"July",4.49354838709677
"172",172,172,"Grand Portage Band","Grand Portage Band_March","March",17.5483871,4.180645161,31,NA,NA,NA,NA,"March",9.193548387,2.148387097,31,NA,NA,NA,NA,"March",23,5.519354839,31,NA,NA,NA,NA,"March",15.62068966,3.734482759,29,NA,NA,NA,NA,"March",21.46666667,5.133333333,30,NA,NA,NA,NA,"March",11.74193548,2.816129032,31,NA,NA,NA,NA,"35",740572.8,140.26,"Pope/Douglas Solid Waste Management","Y","Refuse Derived Fuel",358975.4729,68.0023124,NA,"March",2.193548387,"March",0.625806451612903,"March",1.21290322580645
"173",173,173,"Grand Portage Band","Grand Portage Band_December","December",20.64285714,4.946428571,28,NA,NA,NA,NA,"December",21.67741935,5.177419355,31,NA,NA,NA,NA,"December",18.23333333,4.373333333,30,NA,NA,NA,NA,"December",24.19354839,5.816129032,31,NA,NA,NA,NA,"December",17.5,4.232142857,28,NA,NA,NA,NA,"December",13,3.103225806,31,NA,NA,NA,NA,"35",740572.8,140.26,"Pope/Douglas Solid Waste Management","Y","Refuse Derived Fuel",358975.4729,68.0023124,NA,"December",2.667857143,"December",1.95833333333333,"December",3.92222222222222
"174",174,174,"Grand Portage Band","Grand Portage Band_November","November",25.45454545,6.122727273,22,NA,NA,NA,NA,"November",17.5862069,4.220689655,29,NA,NA,NA,NA,"November",19.03333333,4.56,30,NA,NA,NA,NA,"November",18.53333333,4.46,30,NA,NA,NA,NA,"November",7.6,1.826666667,30,NA,NA,NA,NA,"November",15.55555556,3.718518519,27,NA,NA,NA,NA,"35",740572.8,140.26,"Pope/Douglas Solid Waste Management","Y","Refuse Derived Fuel",358975.4729,68.0023124,NA,"November",0.748275862,"November",1.33333333333333,"November",2.47
"175",175,175,"Grand Portage Band","Grand Portage Band_June","June",21.83333333,5.523333333,30,NA,NA,NA,NA,"June",19.63333333,4.703333333,30,NA,NA,NA,NA,"June",19.96666667,4.783333333,30,NA,NA,NA,NA,"June",17.7,4.24,30,NA,NA,NA,NA,"June",20.89285714,5,28,NA,NA,NA,NA,"June",15.43333333,3.733333333,30,NA,NA,NA,NA,"35",740572.8,140.26,"Pope/Douglas Solid Waste Management","Y","Refuse Derived Fuel",358975.4729,68.0023124,NA,"June",3.363333333,"June",1.67666666666667,"June",13.028
"176",176,176,"Grand Portage Band","Grand Portage Band_September",NA,NA,NA,NA,NA,NA,NA,NA,"September",12.56666667,3.006666667,30,NA,NA,NA,NA,"September",16.10714286,3.864285714,28,NA,NA,NA,NA,"September",14.48,3.456,25,NA,NA,NA,NA,"September",11.94736842,2.826315789,19,NA,NA,NA,NA,"September",7.2,1.706666667,30,NA,NA,NA,NA,"35",740572.8,140.26,"Pope/Douglas Solid Waste Management","Y","Refuse Derived Fuel",358975.4729,68.0023124,NA,"September",0.486206897,"September",-0.53,"September",9.31666666666667
"177",177,177,"Grand Portage Band","Grand Portage Band_May","May",18.86206897,4.524137931,29,NA,NA,NA,NA,"May",15.5862069,3.696551724,29,NA,NA,NA,NA,"May",17.09677419,4.103225806,31,NA,NA,NA,NA,"May",17.3,4.116666667,30,NA,NA,NA,NA,"May",15.5483871,3.693548387,31,NA,NA,NA,NA,"May",11.03225806,2.635483871,31,NA,NA,NA,NA,"35",740572.8,140.26,"Pope/Douglas Solid Waste Management","Y","Refuse Derived Fuel",358975.4729,68.0023124,NA,"May",1.316129032,"May",0.633333333333333,"May",1.76774193548387
"178",178,178,"Grand Portage Band","Grand Portage Band_October","October",20.20689655,4.844827586,29,NA,NA,NA,NA,"October",15.58064516,3.725806452,31,NA,NA,NA,NA,"October",13.96774194,3.361290323,31,NA,NA,NA,NA,"October",13.06666667,3.136666667,30,NA,NA,NA,NA,"October",7.45,1.76,20,NA,NA,NA,NA,"October",7.766666667,1.846666667,30,NA,NA,NA,NA,"35",740572.8,140.26,"Pope/Douglas Solid Waste Management","Y","Refuse Derived Fuel",358975.4729,68.0023124,NA,"October",0.248275862,"October",1.24230769230769,"October",2.81612903225806
"179",179,179,"Grand Portage Band","Grand Portage Band_April","April",20.26666667,4.833333333,30,NA,NA,NA,NA,"April",26.56666667,6.383333333,30,NA,NA,NA,NA,"April",18.7,4.46,30,NA,NA,NA,NA,"April",18.33333333,4.383333333,30,NA,NA,NA,NA,"April",15.56666667,3.733333333,30,NA,NA,NA,NA,"April",9.266666667,2.23,30,NA,NA,NA,NA,"35",740572.8,140.26,"Pope/Douglas Solid Waste Management","Y","Refuse Derived Fuel",358975.4729,68.0023124,NA,"April",2.115,"April",0.260714285714286,"April",0.532
"180",180,180,"Grand Portage Band","Grand Portage Band_August",NA,NA,NA,NA,NA,NA,NA,NA,"August",6.384615385,1.169230769,26,NA,NA,NA,NA,"August",22.32142857,5.346428571,28,NA,NA,NA,NA,"August",27.71428571,6.925,28,NA,NA,NA,NA,"August",18.12903226,4.34516129,31,NA,NA,NA,NA,"August",6.862068966,1.582758621,29,NA,NA,NA,NA,"35",740572.8,140.26,"Pope/Douglas Solid Waste Management","Y","Refuse Derived Fuel",358975.4729,68.0023124,NA,"August",9.15483871,"August",0.923076923076923,"August",8.52333333333333
"181",181,181,"Great River Bluffs","Great River Bluffs_June","June",26,6.23,10,NA,NA,NA,NA,"June",16.4,3.92,10,NA,NA,NA,NA,"June",16.9,4.05,10,NA,NA,NA,NA,"June",24.4,5.87,10,NA,NA,NA,NA,"June",16.8,3.97,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"90",1536.65,0.291032197,"Worthington Diesel Generating Plant","Y","Diesel",2389904.98,452.7302763,NA,"June",4.08,"June",4.05,"June",NA
"182",182,182,"Great River Bluffs","Great River Bluffs_July","July",24.3,5.99,10,NA,NA,NA,NA,"July",18.2,4.3,10,NA,NA,NA,NA,"July",23.3,5.56,10,NA,NA,NA,NA,"July",20.83333333,5,6,NA,NA,NA,NA,"July",23.1,5.59,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"90",1536.65,0.291032197,"Worthington Diesel Generating Plant","Y","Diesel",2389904.98,452.7302763,NA,"July",NA,"July",4.23636363636364,"July",NA
"183",183,183,"Great River Bluffs","Great River Bluffs_November","November",14.44444444,3.444444444,9,NA,NA,NA,NA,"November",15,3.6,10,NA,NA,NA,NA,"November",20.88888889,5.233333333,9,NA,NA,NA,NA,"November",20,4.811111111,9,NA,NA,NA,NA,"November",15.28571429,3.657142857,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"90",1536.65,0.291032197,"Worthington Diesel Generating Plant","Y","Diesel",2389904.98,452.7302763,NA,"November",NA,"November",4.92,"November",NA
"184",184,184,"Great River Bluffs","Great River Bluffs_October","October",15.1,3.62,10,NA,NA,NA,NA,"October",11.3,2.69,10,NA,NA,NA,NA,"October",11.81818182,2.809090909,11,NA,NA,NA,NA,"October",7.3,1.73,10,NA,NA,NA,NA,"October",10.8,2.58,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"90",1536.65,0.291032197,"Worthington Diesel Generating Plant","Y","Diesel",2389904.98,452.7302763,NA,"October",NA,"October",5.35,"October",NA
"185",185,185,"Great River Bluffs","Great River Bluffs_March","March",24.18181818,5.8,11,NA,NA,NA,NA,"March",20.63636364,4.936363636,11,NA,NA,NA,NA,"March",20,4.811111111,9,NA,NA,NA,NA,"March",20.7,4.94,10,NA,NA,NA,NA,"March",19.81818182,4.754545455,11,NA,NA,NA,NA,"March",13.90909091,3.327272727,11,NA,NA,NA,NA,"90",1536.65,0.291032197,"Worthington Diesel Generating Plant","Y","Diesel",2389904.98,452.7302763,NA,"March",3.69,"March",3.09,"March",4.38181818181818
"186",186,186,"Great River Bluffs","Great River Bluffs_May","May",16,3.8,10,NA,NA,NA,NA,"May",18.2,4.34,5,NA,NA,NA,NA,"May",15.45454545,3.7,11,NA,NA,NA,NA,"May",21,5,10,NA,NA,NA,NA,"May",11.44444444,2.711111111,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"90",1536.65,0.291032197,"Worthington Diesel Generating Plant","Y","Diesel",2389904.98,452.7302763,NA,"May",3.4,"May",4.38,"May",NA
"187",187,187,"Great River Bluffs","Great River Bluffs_August","August",21,5.027272727,11,NA,NA,NA,NA,"August",18.63636364,4.463636364,11,NA,NA,NA,NA,"August",22.3,5.34,10,NA,NA,NA,NA,"August",42.4,10.94,10,NA,NA,NA,NA,"August",15.54545455,3.736363636,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"90",1536.65,0.291032197,"Worthington Diesel Generating Plant","Y","Diesel",2389904.98,452.7302763,NA,"August",NA,"August",4.62,"August",NA
"188",188,188,"Great River Bluffs","Great River Bluffs_December","December",18.3,4.42,10,NA,NA,NA,NA,"December",19.6,4.74,10,NA,NA,NA,NA,"December",23.22222222,5.533333333,9,NA,NA,NA,NA,"December",37.44444444,9.844444444,9,NA,NA,NA,NA,"December",33.6,8.39,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"90",1536.65,0.291032197,"Worthington Diesel Generating Plant","Y","Diesel",2389904.98,452.7302763,NA,"December",NA,"December",5.61818181818182,"December",NA
"189",189,189,"Great River Bluffs","Great River Bluffs_September","September",22,5.24,10,NA,NA,NA,NA,"September",17.1,4.1,10,NA,NA,NA,NA,"September",32.2,7.93,10,NA,NA,NA,NA,"September",15.33333333,3.666666667,9,NA,NA,NA,NA,"September",18.7,4.47,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"90",1536.65,0.291032197,"Worthington Diesel Generating Plant","Y","Diesel",2389904.98,452.7302763,NA,"September",NA,"September",4.96,"September",NA
"190",190,190,"Great River Bluffs","Great River Bluffs_April","April",13.1,3.17,10,NA,NA,NA,NA,"April",19,4.54,10,NA,NA,NA,NA,"April",11.5,2.74,10,NA,NA,NA,NA,"April",17.4,4.13,10,NA,NA,NA,NA,"April",13.7,3.3,10,NA,NA,NA,NA,"April",18.14285714,4.328571429,7,NA,NA,NA,NA,"90",1536.65,0.291032197,"Worthington Diesel Generating Plant","Y","Diesel",2389904.98,452.7302763,NA,"April",3.91,"April",3.34,"April",4.18
