"","X.1","X","site_ID","ID","Month_2015_from_pm2.5","monthly_mean_aqi_2015_from_pm2.5","monthly_mean_pm2.5_2015_from_pm2.5","n.obs_2015_from_pm2.5","Month_2015_from_pm10","monthly_mean_aqi_2015_from_pm10","monthly_mean_pm10_2015_from_pm10","n.obs_2015_from_pm10","Month_2016_from_pm2.5","monthly_mean_aqi_2016_from_pm2.5","monthly_mean_pm2.5_2016_from_pm2.5","n.obs_2016_from_pm2.5","Month_2016_from_pm10","monthly_mean_aqi_2016_from_pm10","monthly_mean_pm10_2016_from_pm10","n.obs_2016_from_pm10","Month_2017_from_pm2.5","monthly_mean_aqi_2017_from_pm2.5","monthly_mean_pm2.5_2017_from_pm2.5","n.obs_2017_from_pm2.5","Month_2017_from_pm10","monthly_mean_aqi_2017_from_pm10","monthly_mean_pm10_2017_from_pm10","n.obs_2017_from_pm10","Month_2018_from_pm2.5","monthly_mean_aqi_2018_from_pm2.5","monthly_mean_pm2.5_2018_from_pm2.5","n.obs_2018_from_pm2.5","Month_2018_from_pm10","monthly_mean_aqi_2018_from_pm10","monthly_mean_pm10_2018_from_pm10","n.obs_2018_from_pm10","Month_2019_from_pm2.5","monthly_mean_aqi_2019_from_pm2.5","monthly_mean_pm2.5_2019_from_pm2.5","n.obs_2019_from_pm2.5","Month_2019_from_pm10","monthly_mean_aqi_2019_from_pm10","monthly_mean_pm10_2019_from_pm10","n.obs_2019_from_pm10","Month_2020_from_pm2.5","monthly_mean_aqi_2020_from_pm2.5","monthly_mean_pm2.5_2020_from_pm2.5","n.obs_2020_from_pm2.5","Month_2020_from_pm10","monthly_mean_aqi_2020_from_pm10","monthly_mean_pm10_2020_from_pm10","n.obs_2020_from_pm10","interstate","distance_feet","distance_mi","name_pp","active_flag","fuel_type","PP_distance_feet","PP_distance_mi","med_income","Month_2021_from_pm2.5","monthly_mean_pm2.5_2021_from_pm2.5","Month_2022_from_pm2.5","monthly_mean_pm2.5_2022_from_pm2.5","Month_2023_from_pm2.5","monthly_mean_pm2.5_2023_from_pm2.5"
"96",96,96,"Blue Mounds","Blue Mounds_April","April",29.8,7.25,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"Worthington Diesel Generating Plant","Y","Diesel",2389904.98,452.7302763,33831,NA,NA,NA,NA,NA,NA
"97",97,97,"Bottineau / Marshall Terrace","Bottineau / Marshall Terrace_October",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"October",23.61290323,5.664516129,31,NA,NA,NA,NA,NA,NA,NA,NA,"October",18.4516129,19.80645161,31,NA,NA,NA,NA,"October",14.67741935,15.90322581,31,NA,NA,NA,NA,"October",18.16666667,19.76666667,30,"94",2634.17,0.498895833,"Xcel Energy - Riverside Generating Plant","Y","Natural gas",2844.477073,0.53884188,38230,NA,NA,NA,NA,NA,NA
"98",98,98,"Bottineau / Marshall Terrace","Bottineau / Marshall Terrace_April",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"April",24.33333333,6.011111111,9,NA,NA,NA,NA,"April",32,8.096666667,30,NA,NA,NA,NA,NA,NA,NA,NA,"April",17.03333333,18.36666667,30,NA,NA,NA,NA,"April",20.5,22.13333333,30,"94",2634.17,0.498895833,"Xcel Energy - Riverside Generating Plant","Y","Natural gas",2844.477073,0.53884188,38230,NA,NA,NA,NA,NA,NA
"99",99,99,"Bottineau / Marshall Terrace","Bottineau / Marshall Terrace_August",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"August",31.67741935,7.838709677,31,NA,NA,NA,NA,NA,NA,NA,NA,"August",26.5483871,28.5483871,31,NA,NA,NA,NA,"August",18.77419355,20.25806452,31,NA,NA,NA,NA,"August",18.61290323,20.09677419,31,"94",2634.17,0.498895833,"Xcel Energy - Riverside Generating Plant","Y","Natural gas",2844.477073,0.53884188,38230,NA,NA,NA,NA,NA,NA
"100",100,100,"Bottineau / Marshall Terrace","Bottineau / Marshall Terrace_December",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"December",34.32258065,8.632258065,31,NA,NA,NA,NA,NA,NA,NA,NA,"December",16.77419355,18.16129032,31,NA,NA,NA,NA,"December",15.93548387,17.19354839,31,NA,NA,NA,NA,"December",18.74193548,20.22580645,31,"94",2634.17,0.498895833,"Xcel Energy - Riverside Generating Plant","Y","Natural gas",2844.477073,0.53884188,38230,NA,NA,NA,NA,NA,NA
"101",101,101,"Bottineau / Marshall Terrace","Bottineau / Marshall Terrace_May",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"May",22.77419355,5.438709677,31,NA,NA,NA,NA,"May",28.87096774,6.980645161,31,NA,NA,NA,NA,NA,NA,NA,NA,"May",17.83870968,19.38709677,31,NA,NA,NA,NA,"May",19.25806452,21.16129032,31,"94",2634.17,0.498895833,"Xcel Energy - Riverside Generating Plant","Y","Natural gas",2844.477073,0.53884188,38230,NA,NA,NA,NA,NA,NA
"102",102,102,"Bottineau / Marshall Terrace","Bottineau / Marshall Terrace_November",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"November",35.53333333,8.82,30,NA,NA,NA,NA,NA,NA,NA,NA,"November",15.96666667,17.3,30,NA,NA,NA,NA,"November",15.2,16.33333333,30,NA,NA,NA,NA,"November",20.2,22.06666667,30,"94",2634.17,0.498895833,"Xcel Energy - Riverside Generating Plant","Y","Natural gas",2844.477073,0.53884188,38230,NA,NA,NA,NA,NA,NA
"103",103,103,"Bottineau / Marshall Terrace","Bottineau / Marshall Terrace_January",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"January",44.29032258,11.1516129,31,NA,NA,NA,NA,NA,NA,NA,NA,"January",15.82758621,17.17241379,29,NA,NA,NA,NA,"January",12.03225806,13.06451613,31,"94",2634.17,0.498895833,"Xcel Energy - Riverside Generating Plant","Y","Natural gas",2844.477073,0.53884188,38230,NA,NA,NA,NA,NA,NA
"104",104,104,"Bottineau / Marshall Terrace","Bottineau / Marshall Terrace_July",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"July",30.22580645,7.316129032,31,NA,NA,NA,NA,NA,NA,NA,NA,"July",20.375,22,8,NA,NA,NA,NA,"July",22.83870968,24.64516129,31,NA,NA,NA,NA,"July",20.06666667,21.7,30,"94",2634.17,0.498895833,"Xcel Energy - Riverside Generating Plant","Y","Natural gas",2844.477073,0.53884188,38230,NA,NA,NA,NA,NA,NA
"105",105,105,"Bottineau / Marshall Terrace","Bottineau / Marshall Terrace_June",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"June",28.88888889,6.996296296,27,NA,NA,NA,NA,"June",24.46666667,5.923333333,30,NA,NA,NA,NA,NA,NA,NA,NA,"June",20.63333333,22.3,30,NA,NA,NA,NA,"June",23.16666667,25.03333333,30,"94",2634.17,0.498895833,"Xcel Energy - Riverside Generating Plant","Y","Natural gas",2844.477073,0.53884188,38230,NA,NA,NA,NA,NA,NA
"106",106,106,"Bottineau / Marshall Terrace","Bottineau / Marshall Terrace_September",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"September",35.16666667,9.006666667,30,NA,NA,NA,NA,NA,NA,NA,NA,"September",16.73333333,18.03333333,30,NA,NA,NA,NA,"September",16.4,17.7,30,NA,NA,NA,NA,"September",20.1,21.73333333,30,"94",2634.17,0.498895833,"Xcel Energy - Riverside Generating Plant","Y","Natural gas",2844.477073,0.53884188,38230,NA,NA,NA,NA,NA,NA
"107",107,107,"Bottineau / Marshall Terrace","Bottineau / Marshall Terrace_February",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"February",38.10714286,9.771428571,28,NA,NA,NA,NA,NA,NA,NA,NA,"February",13.64285714,14.75,28,NA,NA,NA,NA,"February",16.24137931,17.51724138,29,"94",2634.17,0.498895833,"Xcel Energy - Riverside Generating Plant","Y","Natural gas",2844.477073,0.53884188,38230,NA,NA,NA,NA,NA,NA
"108",108,108,"Bottineau / Marshall Terrace","Bottineau / Marshall Terrace_March",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"March",33.41935484,8.416129032,31,NA,NA,NA,NA,NA,NA,NA,NA,"March",19.06451613,20.96774194,31,NA,NA,NA,NA,"March",16.80645161,18.12903226,31,"94",2634.17,0.498895833,"Xcel Energy - Riverside Generating Plant","Y","Natural gas",2844.477073,0.53884188,38230,NA,NA,NA,NA,NA,NA
"109",109,109,"Boundary Waters","Boundary Waters_May","May",19.87804878,4.763414634,41,NA,NA,NA,NA,"May",15.09756098,3.62195122,41,NA,NA,NA,NA,"May",7.80952381,1.878571429,42,NA,NA,NA,NA,"May",14.84210526,3.55,38,NA,NA,NA,NA,"May",9.292682927,2.226829268,41,NA,NA,NA,NA,"May",19.83870968,4.732258065,31,NA,NA,NA,NA,"35",448800,85,"Minnesota Power - Laskin Energy Center","Y","Coal",214715.9427,40.6745912,NA,"May",2.085,"May",3.4975,"May",5.66129032258065
"110",110,110,"Boundary Waters","Boundary Waters_November","November",16.375,3.9125,40,NA,NA,NA,NA,"November",8.272727273,1.954545455,33,NA,NA,NA,NA,"November",13.975,3.3375,40,NA,NA,NA,NA,"November",5.102564103,1.112820513,39,NA,NA,NA,NA,"November",19.81578947,4.760526316,38,NA,NA,NA,NA,"November",21.13333333,4.986666667,30,NA,NA,NA,NA,"35",448800,85,"Minnesota Power - Laskin Energy Center","Y","Coal",214715.9427,40.6745912,NA,"November",4.376666667,"November",3.6,"November",2.77333333333333
"111",111,111,"Boundary Waters","Boundary Waters_October","October",11.5483871,2.748387097,31,NA,NA,NA,NA,"October",9.170731707,2.185365854,41,NA,NA,NA,NA,"October",9.303030303,2.218181818,33,NA,NA,NA,NA,"October",5.777777778,1.358333333,36,NA,NA,NA,NA,"October",16.87878788,4.045454545,33,NA,NA,NA,NA,"October",18.48387097,4.422580645,31,NA,NA,NA,NA,"35",448800,85,"Minnesota Power - Laskin Energy Center","Y","Coal",214715.9427,40.6745912,NA,"October",2.441935484,"October",4.05806451612903,"October",3.03225806451613
"112",112,112,"Boundary Waters","Boundary Waters_April","April",16.66666667,3.987179487,39,NA,NA,NA,NA,"April",13.525,3.2175,40,NA,NA,NA,NA,"April",11.775,2.845,40,NA,NA,NA,NA,"April",11.5,2.7675,40,NA,NA,NA,NA,"April",8.675,2.0825,40,NA,NA,NA,NA,"April",17.97435897,4.315384615,39,NA,NA,NA,NA,"35",448800,85,"Minnesota Power - Laskin Energy Center","Y","Coal",214715.9427,40.6745912,NA,"April",1.9,"April",2.76571428571429,"April",3.27
"113",113,113,"Boundary Waters","Boundary Waters_August","August",20.21428571,5.002380952,42,NA,NA,NA,NA,"August",10.82926829,2.582926829,41,NA,NA,NA,NA,"August",17.81578947,4.228947368,38,NA,NA,NA,NA,"August",37.10810811,10.17837838,37,NA,NA,NA,NA,"August",20.30952381,4.869047619,42,NA,NA,NA,NA,"August",21.17857143,5.064285714,28,NA,NA,NA,NA,"35",448800,85,"Minnesota Power - Laskin Energy Center","Y","Coal",214715.9427,40.6745912,NA,"August",13.16774194,"August",2.72857142857143,"August",11.0741935483871
"114",114,114,"Boundary Waters","Boundary Waters_December","December",13.19512195,3.13902439,41,NA,NA,NA,NA,"December",11.97222222,2.858333333,36,NA,NA,NA,NA,"December",11.29268293,2.682926829,41,NA,NA,NA,NA,"December",13.15,3.1125,40,NA,NA,NA,NA,"December",30.4,7.3975,40,NA,NA,NA,NA,"December",15.12903226,3.603225806,31,NA,NA,NA,NA,"35",448800,85,"Minnesota Power - Laskin Energy Center","Y","Coal",214715.9427,40.6745912,NA,"December",4.974193548,"December",3.3,"December",4.12258064516129
"115",115,115,"Boundary Waters","Boundary Waters_March","March",19.4047619,4.633333333,42,NA,NA,NA,NA,"March",12.425,2.945,40,NA,NA,NA,NA,"March",15.625,3.7175,40,NA,NA,NA,NA,"March",7.717948718,1.851282051,39,NA,NA,NA,NA,"March",8.942857143,2.122857143,35,NA,NA,NA,NA,"March",22.175,5.2975,40,NA,NA,NA,NA,"35",448800,85,"Minnesota Power - Laskin Energy Center","Y","Coal",214715.9427,40.6745912,NA,"March",1.424390244,"March",3.15121951219512,"March",3.03095238095238
"116",116,116,"Boundary Waters","Boundary Waters_February","February",23.13513514,5.545945946,37,NA,NA,NA,NA,"February",13.18421053,3.134210526,38,NA,NA,NA,NA,"February",15.58823529,3.729411765,34,NA,NA,NA,NA,"February",13.52631579,3.221052632,38,NA,NA,NA,NA,"February",8.694444444,1.95,36,NA,NA,NA,NA,"February",20.32432432,4.875675676,37,NA,NA,NA,NA,"35",448800,85,"Minnesota Power - Laskin Energy Center","Y","Coal",214715.9427,40.6745912,NA,"February",2.408108108,"February",4.61428571428571,"February",3.40810810810811
"117",117,117,"Boundary Waters","Boundary Waters_January","January",20.475,4.8975,40,NA,NA,NA,NA,"January",15.14285714,3.621428571,42,NA,NA,NA,NA,"January",19.47619048,4.678571429,42,NA,NA,NA,NA,"January",14.97560976,3.609756098,41,NA,NA,NA,NA,"January",6.277777778,1.386111111,36,NA,NA,NA,NA,"January",24.71428571,5.966666667,42,NA,NA,NA,NA,"35",448800,85,"Minnesota Power - Laskin Energy Center","Y","Coal",214715.9427,40.6745912,NA,"January",2.697368421,"January",4.90243902439024,"January",3.97
"118",118,118,"Boundary Waters","Boundary Waters_July","July",32.41463415,8.482926829,41,NA,NA,NA,NA,"July",13.31034483,3.196551724,29,NA,NA,NA,NA,"July",19.41025641,4.735897436,39,NA,NA,NA,NA,"July",17.30769231,4.135897436,39,NA,NA,NA,NA,"July",25.70731707,6.604878049,41,NA,NA,NA,NA,"July",27.1,6.48,30,NA,NA,NA,NA,"35",448800,85,"Minnesota Power - Laskin Energy Center","Y","Coal",214715.9427,40.6745912,NA,"July",14.59666667,"July",3.55,"July",9.67741935483871
"119",119,119,"Boundary Waters","Boundary Waters_September","September",21.4,5.1275,40,NA,NA,NA,NA,"September",9.525,2.265,40,NA,NA,NA,NA,"September",17.44444444,4.191666667,36,NA,NA,NA,NA,"September",10.64864865,2.508108108,37,NA,NA,NA,NA,"September",18.85,4.5175,40,NA,NA,NA,NA,"September",17.43333333,4.17,30,NA,NA,NA,NA,"35",448800,85,"Minnesota Power - Laskin Energy Center","Y","Coal",214715.9427,40.6745912,NA,"September",2.473333333,"September",2.70769230769231,"September",9.38
"120",120,120,"Boundary Waters","Boundary Waters_June","June",26.42105263,6.757894737,38,NA,NA,NA,NA,"June",13.17948718,3.146153846,39,NA,NA,NA,NA,"June",11.15384615,2.656410256,39,NA,NA,NA,NA,"June",15.34210526,3.668421053,38,NA,NA,NA,NA,"June",14.71794872,3.530769231,39,NA,NA,NA,NA,"June",28.9,6.936666667,30,NA,NA,NA,NA,"35",448800,85,"Minnesota Power - Laskin Energy Center","Y","Coal",214715.9427,40.6745912,NA,"June",3.840540541,"June",6.39473684210526,"June",18.4833333333333
"121",121,121,"Brainerd Lakes Regional Airport","Brainerd Lakes Regional Airport_September","September",19.03333333,4.566666667,30,NA,NA,NA,NA,"September",25.36666667,6.09,30,NA,NA,NA,NA,"September",27.5,6.825,28,NA,NA,NA,NA,"September",15.93333333,3.816666667,30,NA,NA,NA,NA,"September",11.2,2.636666667,30,NA,NA,NA,NA,"September",12.4,2.91,30,NA,NA,NA,NA,"94",292406.4,55.38,"SMMPA Methane Energy Facility","Y","Landfill Gas",281549.3461,53.33513856,NA,"September",3.873333333,"September",5.00526315789474,"September",9.89666666666667
"122",122,122,"Brainerd Lakes Regional Airport","Brainerd Lakes Regional Airport_October","October",15.51612903,3.712903226,31,NA,NA,NA,NA,"October",22.65384615,5.415384615,26,NA,NA,NA,NA,"October",17,4.074193548,31,NA,NA,NA,NA,"October",10.03225806,2.403225806,31,NA,NA,NA,NA,"October",8.709677419,2.087096774,31,NA,NA,NA,NA,"October",9.935483871,2.319354839,31,NA,NA,NA,NA,"94",292406.4,55.38,"SMMPA Methane Energy Facility","Y","Landfill Gas",281549.3461,53.33513856,NA,"October",3.733333333,"October",7.1551724137931,"October",4.67096774193548
"123",123,123,"Brainerd Lakes Regional Airport","Brainerd Lakes Regional Airport_December","December",25,6.012903226,31,NA,NA,NA,NA,"December",15.66666667,3.737037037,27,NA,NA,NA,NA,"December",23.19354839,5.583870968,31,NA,NA,NA,NA,"December",26.03703704,6.696296296,27,NA,NA,NA,NA,"December",28.35483871,7.016129032,31,NA,NA,NA,NA,"December",19.25806452,4.732258065,31,NA,NA,NA,NA,"94",292406.4,55.38,"SMMPA Methane Energy Facility","Y","Landfill Gas",281549.3461,53.33513856,NA,"December",4.651612903,"December",6.57096774193548,"December",6.84193548387097
"124",124,124,"Brainerd Lakes Regional Airport","Brainerd Lakes Regional Airport_April","April",26.09090909,6.304545455,22,NA,NA,NA,NA,"April",21.26666667,5.09,30,NA,NA,NA,NA,"April",18.7,4.513333333,30,NA,NA,NA,NA,"April",22.13333333,5.29,30,NA,NA,NA,NA,"April",13.63333333,3.236666667,30,NA,NA,NA,NA,"April",20.06666667,4.803333333,30,NA,NA,NA,NA,"94",292406.4,55.38,"SMMPA Methane Energy Facility","Y","Landfill Gas",281549.3461,53.33513856,NA,"April",3.286666667,"April",5.355,"April",5.41333333333333
"125",125,125,"Brainerd Lakes Regional Airport","Brainerd Lakes Regional Airport_August","August",14.96666667,3.573333333,30,NA,NA,NA,NA,"August",27.64516129,6.622580645,31,NA,NA,NA,NA,"August",23.79310345,5.806896552,29,NA,NA,NA,NA,"August",40.74074074,10.94074074,27,NA,NA,NA,NA,"August",16.29032258,3.912903226,31,NA,NA,NA,NA,"August",17.64516129,4.229032258,31,NA,NA,NA,NA,"94",292406.4,55.38,"SMMPA Methane Energy Facility","Y","Landfill Gas",281549.3461,53.33513856,NA,"August",11.14230769,"August",4.69677419354839,"August",12.641935483871
"126",126,126,"Brainerd Lakes Regional Airport","Brainerd Lakes Regional Airport_July","July",32.76666667,9.333333333,30,NA,NA,NA,NA,"July",30.37931034,7.268965517,29,NA,NA,NA,NA,"July",26.90322581,6.635483871,31,NA,NA,NA,NA,"July",24.56521739,5.913043478,23,NA,NA,NA,NA,"July",23.16129032,5.774193548,31,NA,NA,NA,NA,"July",14.73333333,3.52,30,NA,NA,NA,NA,"94",292406.4,55.38,"SMMPA Methane Energy Facility","Y","Landfill Gas",281549.3461,53.33513856,NA,"July",26.70967742,"July",5.4741935483871,"July",13.0935483870968
"127",127,127,"Brainerd Lakes Regional Airport","Brainerd Lakes Regional Airport_February","February",36.92857143,8.985714286,28,NA,NA,NA,NA,"February",21.37931034,5.14137931,29,NA,NA,NA,NA,"February",21.71428571,5.207142857,28,NA,NA,NA,NA,"February",22.32142857,5.346428571,28,NA,NA,NA,NA,"February",23,5.942857143,28,NA,NA,NA,NA,"February",18.44827586,4.417241379,29,NA,NA,NA,NA,"94",292406.4,55.38,"SMMPA Methane Energy Facility","Y","Landfill Gas",281549.3461,53.33513856,NA,"February",5.482142857,"February",5.71428571428571,"February",3.28214285714286
"128",128,128,"Brainerd Lakes Regional Airport","Brainerd Lakes Regional Airport_May","May",19.93103448,4.796551724,29,NA,NA,NA,NA,"May",25.70967742,6.235483871,31,NA,NA,NA,NA,"May",12.86666667,3.08,30,NA,NA,NA,NA,"May",24,5.761290323,31,NA,NA,NA,NA,"May",14.3,3.513333333,30,NA,NA,NA,NA,"May",12.42857143,2.967857143,28,NA,NA,NA,NA,"94",292406.4,55.38,"SMMPA Methane Energy Facility","Y","Landfill Gas",281549.3461,53.33513856,NA,"May",6.382758621,"May",3.78666666666667,"May",7.66129032258065
"129",129,129,"Brainerd Lakes Regional Airport","Brainerd Lakes Regional Airport_November","November",24.6,5.893333333,30,NA,NA,NA,NA,"November",18.36666667,4.426666667,30,NA,NA,NA,NA,"November",23.96666667,5.74,30,NA,NA,NA,NA,"November",14.62962963,3.474074074,27,NA,NA,NA,NA,"November",14.96,3.576,25,NA,NA,NA,NA,"November",19.06666667,4.563333333,30,NA,NA,NA,NA,"94",292406.4,55.38,"SMMPA Methane Energy Facility","Y","Landfill Gas",281549.3461,53.33513856,NA,"November",2.924,"November",6.77,"November",5.43
"130",130,130,"Brainerd Lakes Regional Airport","Brainerd Lakes Regional Airport_June","June",25.66666667,6.43,30,NA,NA,NA,NA,"June",27.66666667,6.656666667,30,NA,NA,NA,NA,"June",16.875,4.041666667,24,NA,NA,NA,NA,"June",20.90909091,5.004545455,22,NA,NA,NA,NA,"June",15.96666667,3.833333333,30,NA,NA,NA,NA,"June",16.83333333,4.02,30,NA,NA,NA,NA,"94",292406.4,55.38,"SMMPA Methane Energy Facility","Y","Landfill Gas",281549.3461,53.33513856,NA,"June",4.976666667,"June",6.85666666666667,"June",16.7233333333333
"131",131,131,"Brainerd Lakes Regional Airport","Brainerd Lakes Regional Airport_March","March",31.77419355,7.667741935,31,NA,NA,NA,NA,"March",19.26923077,4.619230769,26,NA,NA,NA,NA,"March",22.32258065,5.358064516,31,NA,NA,NA,NA,"March",21.35483871,5.132258065,31,NA,NA,NA,NA,"March",21.70967742,5.335483871,31,NA,NA,NA,NA,"March",24.51612903,5.870967742,31,NA,NA,NA,NA,"94",292406.4,55.38,"SMMPA Methane Energy Facility","Y","Landfill Gas",281549.3461,53.33513856,NA,"March",4.290322581,"March",4.35483870967742,"March",6.35161290322581
"132",132,132,"Brainerd Lakes Regional Airport","Brainerd Lakes Regional Airport_January","January",31.74193548,7.764516129,31,NA,NA,NA,NA,"January",34.25806452,8.793548387,31,NA,NA,NA,NA,"January",31.12903226,7.848387097,31,NA,NA,NA,NA,"January",27.06451613,6.470967742,31,NA,NA,NA,NA,"January",19.83870968,4.822580645,31,NA,NA,NA,NA,"January",24.25806452,6.135483871,31,NA,NA,NA,NA,"94",292406.4,55.38,"SMMPA Methane Energy Facility","Y","Landfill Gas",281549.3461,53.33513856,NA,"January",5.296774194,"January",5.53548387096774,"January",10.1483870967742
"133",133,133,"City of Lakes Building","City of Lakes Building_April",NA,NA,NA,NA,"April",18.8,20.2,5,NA,NA,NA,NA,"April",18.4,20,5,NA,NA,NA,NA,"April",19.5,21,4,NA,NA,NA,NA,"April",17.4,18.6,5,NA,NA,NA,NA,"April",15.6,17,5,NA,NA,NA,NA,"April",13.25,14.5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134",134,134,"City of Lakes Building","City of Lakes Building_August",NA,NA,NA,NA,"August",23.2,25,5,NA,NA,NA,NA,"August",17.4,18.8,5,NA,NA,NA,NA,"August",16.4,17.8,5,NA,NA,NA,NA,"August",35.4,40.4,5,NA,NA,NA,NA,"August",19.83333333,21.33333333,6,NA,NA,NA,NA,"August",21.66666667,23.33333333,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135",135,135,"City of Lakes Building","City of Lakes Building_December",NA,NA,NA,NA,"December",9.8,10.4,5,NA,NA,NA,NA,"December",16,17.5,2,NA,NA,NA,NA,"December",25.75,27.5,4,NA,NA,NA,NA,"December",13.25,14.5,4,NA,NA,NA,NA,"December",20,21.5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136",136,136,"City of Lakes Building","City of Lakes Building_February",NA,NA,NA,NA,"February",24.75,26.75,4,NA,NA,NA,NA,"February",23.25,25.5,4,NA,NA,NA,NA,"February",16.25,17.5,4,NA,NA,NA,NA,"February",18.4,19.8,5,NA,NA,NA,NA,"February",13,14,5,NA,NA,NA,NA,"February",14.4,15.6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137",137,137,"City of Lakes Building","City of Lakes Building_January",NA,NA,NA,NA,"January",12.75,13.75,4,NA,NA,NA,NA,"January",18,19.66666667,6,NA,NA,NA,NA,"January",12.5,13.5,4,NA,NA,NA,NA,"January",16.8,18,5,NA,NA,NA,NA,"January",13.4,14.4,5,NA,NA,NA,NA,"January",19.5,21,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138",138,138,"City of Lakes Building","City of Lakes Building_July",NA,NA,NA,NA,"July",22.6,24.4,5,NA,NA,NA,NA,"July",15.4,16.6,5,NA,NA,NA,NA,"July",23.6,25.4,5,NA,NA,NA,NA,"July",20.83333333,22.66666667,6,NA,NA,NA,NA,"July",21.8,23.8,5,NA,NA,NA,NA,"July",16.8,18.2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139",139,139,"City of Lakes Building","City of Lakes Building_June",NA,NA,NA,NA,"June",19.8,21.2,5,NA,NA,NA,NA,"June",18.6,20,5,NA,NA,NA,NA,"June",16.2,17.6,5,NA,NA,NA,NA,"June",19.4,21,5,NA,NA,NA,NA,"June",25.33333333,27,3,NA,NA,NA,NA,"June",23.6,25.6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140",140,140,"City of Lakes Building","City of Lakes Building_March",NA,NA,NA,NA,"March",19.83333333,21.33333333,6,NA,NA,NA,NA,"March",12.8,13.6,5,NA,NA,NA,NA,"March",18,19.4,5,NA,NA,NA,NA,"March",18.8,20.2,5,NA,NA,NA,NA,"March",12.33333333,13.33333333,3,NA,NA,NA,NA,"March",14.75,16,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141",141,141,"City of Lakes Building","City of Lakes Building_May",NA,NA,NA,NA,"May",13.6,14.8,5,NA,NA,NA,NA,"May",28.75,33,4,NA,NA,NA,NA,"May",18.66666667,20,6,NA,NA,NA,NA,"May",23.66666667,25.66666667,3,NA,NA,NA,NA,"May",13.2,14.2,5,NA,NA,NA,NA,"May",12,13,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142",142,142,"City of Lakes Building","City of Lakes Building_November",NA,NA,NA,NA,"November",15,16.2,5,NA,NA,NA,NA,"November",21.4,23.2,5,NA,NA,NA,NA,"November",17.4,18.8,5,NA,NA,NA,NA,"November",13.8,15,5,NA,NA,NA,NA,"November",10.4,11.2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143",143,143,"City of Lakes Building","City of Lakes Building_October",NA,NA,NA,NA,"October",22.25,24,4,NA,NA,NA,NA,"October",22.8,24.4,5,NA,NA,NA,NA,"October",12.2,13.4,5,NA,NA,NA,NA,"October",11.2,12.2,5,NA,NA,NA,NA,"October",16.6,17.8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
